level_0	index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
5630	5642	Сегодня у меня в планах: поработать,	Надо дособирать вещи,	joint_m	6	5.166666666666667	1	6	1	5.166666666666667	1.0	3	6.333333333333333	1	3	1	6.333333333333333	1.0	0.41373821644141795	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	2	0	0	0	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5631	5643	сходить на собрание по январскому лагерю,	Сегодня у меня в планах: поработать,	sequence_m	6	6.0	0	6	0	6.0	1.0	6	5.166666666666667	1	6	1	5.166666666666667	1.0	0.8076271654308269	2	1	1	0	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	2	0	0	0	0	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	2	0	0	0	1
5632	5644	потом к стоматологу,	Сегодня у меня в планах: поработать,	sequence_m	3	6.0	0	3	0	6.0	1.0	6	5.166666666666667	1	6	1	5.166666666666667	1.0	0.6236095644623235	1	0	0	1	0	0	0	0.3333333333333333	0.0	0.0	1	0	0	0	0	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	2	0	0	0	1
5633	5645	а потом что-нибудь полезное сделать дома.	Сегодня у меня в планах: поработать,	sequence_m	6	6.0	0	6	0	6.0	1.0	6	5.166666666666667	1	6	1	5.166666666666667	1.0	0.7252706048611589	0	1	1	2	0	0	0	0.0	0.16666666666666666	0.16666666666666666	0	1	0	0	1	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	2	0	0	0	1
5634	5646	Мне надоела моя любимая овсянка,	поэтому я решила позавтракать и за обед заодно.	cause_r	5	5.6	1	5	1	5.6	1.0	8	5.0	0	8	0	5.0	1.0	0.6841674549282352	1	1	1	0	0	0	0	0.2	0.2	0.2	0	0	0	0	1	1	2	0	2	0	0	0	0.125	0.0	0.25	1	0	0	1	1
5635	5647	да и обед сегодня не предвиделся,	Мне надоела моя любимая овсянка,	joint_m	6	4.666666666666667	0	6	0	4.666666666666667	1.0	5	5.6	1	5	1	5.6	1.0	0.7662461512193208	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	0	1	0	2	0	1	1	1	0	0	0	0	0.2	0.2	0.2	0	0	0	0	1
5636	5648	поэтому я решила позавтракать и за обед заодно.	Вот мой завтрак.	elaboration_r	8	5.0	0	8	0	5.0	1.0	3	4.666666666666667	1	3	1	4.666666666666667	1.0	0.1347592135606589	1	2	0	2	0	0	0	0.125	0.0	0.25	1	0	0	1	1	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	0	0	0	1	0
5637	5649	Вареники с картошкой и горячая вода.	поэтому я решила позавтракать и за обед заодно.	elaboration_r	6	5.166666666666667	1	6	1	5.166666666666667	1.0	8	5.0	0	8	0	5.0	1.0	0.74376843799781	3	0	1	0	0	0	0	0.5	0.16666666666666666	0.0	1	1	0	0	0	1	2	0	2	0	0	0	0.125	0.0	0.25	1	0	0	1	1
5638	5650	И утренние дела в компе.	Вот мой завтрак.	sequence_m	5	4.0	1	5	1	4.0	1.0	3	4.666666666666667	1	3	1	4.666666666666667	1.0	0.47950458885411246	2	0	1	0	0	0	0	0.4	0.2	0.0	1	1	0	0	0	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	0	0	0	1	0
5639	5651	Потом я поняла, что время уже не просто выходить,	Вот мой завтрак.	sequence_m	9	4.555555555555555	1	9	1	4.555555555555555	1.0	3	4.666666666666667	1	3	1	4.666666666666667	1.0	0.10050962201502736	1	2	0	2	0	0	0	0.1111111111111111	0.0	0.2222222222222222	0	0	1	2	1	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	0	0	0	1	0
5640	5652	а выпуливаться из дома.	Потом я поняла, что время уже не просто выходить,	contrast_m	4	5.0	0	4	0	5.0	1.0	9	4.555555555555555	1	9	1	4.555555555555555	1.0	0.6060915267313265	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0	1	2	0	2	0	0	0	0.1111111111111111	0.0	0.2222222222222222	0	0	1	2	1
5641	5653	Вот я выпулилась: лифт, странное лицо и проч.	а выпуливаться из дома.	elaboration_r	8	4.75	1	8	1	4.75	1.0	4	5.0	0	4	0	5.0	1.0	0.339907088393765	2	1	2	0	0	0	0	0.25	0.25	0.125	0	1	0	1	1	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0
5642	5654	Недавно тротуар у нашего дома обнесли оградой.	Наверняка это был улучшайзинг.	preparation_r	7	5.714285714285714	1	7	1	5.714285714285714	1.0	4	6.75	1	4	1	6.75	1.0	0.5136645175567571	3	1	0	1	0	0	0	0.42857142857142855	0.0	0.14285714285714285	1	0	0	0	0	1	0	0	1	1	0	0	0.25	0.0	0.0	0	0	0	0	1
5643	5655	Но что-то недодумали,	и теперь желающим попасть на тротуар нужно идти по проезжей части.	cause_r	3	6.333333333333333	1	3	1	6.333333333333333	1.0	11	5.090909090909091	0	11	0	5.090909090909091	1.0	0.5075192189225524	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1	2	3	2	1	0	0	0	0.18181818181818182	0.18181818181818182	0.2727272727272727	2	1	0	0	0
5644	5656	и теперь желающим попасть на тротуар нужно идти по проезжей части.	Наверняка это был улучшайзинг.	contrast_m	11	5.090909090909091	0	11	0	5.090909090909091	1.0	4	6.75	1	4	1	6.75	1.0	0.24592404422153394	2	3	2	1	0	0	0	0.18181818181818182	0.18181818181818182	0.2727272727272727	2	1	0	0	0	1	0	0	1	1	0	0	0.25	0.0	0.0	0	0	0	0	1
5645	5657	А тем, кто выбрасывал мусор в помойку,	идти по дороге в два раза дольше.	condition_r	7	4.571428571428571	1	7	1	4.571428571428571	1.0	7	3.857142857142857	0	7	0	3.857142857142857	1.0	0.6690457768089849	2	1	0	0	0	0	0	0.2857142857142857	0.0	0.14285714285714285	1	1	0	0	1	2	1	0	1	0	1	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	0
5646	5658	идти по дороге в два раза дольше.	и теперь желающим попасть на тротуар нужно идти по проезжей части.	joint_m	7	3.857142857142857	0	7	0	3.857142857142857	1.0	11	5.090909090909091	0	11	0	5.090909090909091	1.0	0.6276459144608478	2	1	0	1	0	1	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	0	2	3	2	1	0	0	0	0.18181818181818182	0.18181818181818182	0.2727272727272727	2	1	0	0	0
5647	5659	Ну или лезть через ограду. Хм.	идти по дороге в два раза дольше.	joint_m	6	4.166666666666667	2	6	2	4.166666666666667	1.0	7	3.857142857142857	0	7	0	3.857142857142857	1.0	0.778498944161523	1	1	0	1	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	1	0	1	0	2	1	0	1	0	1	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	0
5648	5660	Через несколько станций даже села.	Я уже в метро.	sequence_m	5	6.0	1	5	1	6.0	1.0	4	2.75	1	4	1	2.75	1.0	0.20254209309886564	2	0	0	0	0	1	0	0.4	0.0	0.0	1	0	0	1	0	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
5649	5661	Достаю свой предновогодний подарок.	Я уже в метро.	sequence_m	4	8.0	1	4	1	8.0	1.0	4	2.75	1	4	1	2.75	1.0	0.1789021311281625	1	1	1	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
5650	5662	Я учусь на курсах,	Достаю свой предновогодний подарок.	background_r	4	3.75	1	4	1	3.75	1.0	4	8.0	1	4	1	8.0	1.0	0.5345224838248488	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	1	1	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0
5651	5663	у них между ступенями почему-то перерывы по нескольку месяцев.	Я учусь на курсах,	elaboration_r	9	6.0	0	9	0	6.0	1.0	4	3.75	1	4	1	3.75	1.0	0.076527765324133	3	0	0	1	0	1	0	0.3333333333333333	0.0	0.0	3	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1
5652	5664	А мне так нравится язык,	что прерываться совсем не хочется.	cause_r	5	4.0	1	5	1	4.0	1.0	5	6.0	0	5	0	6.0	1.0	0.6859943405700354	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	0	1	0	2	0	1	0	0	0	0.0	0.0	0.4	0	0	1	1	0
5653	5665	что прерываться совсем не хочется.	у них между ступенями почему-то перерывы по нескольку месяцев.	contrast_m	5	6.0	0	5	0	6.0	1.0	9	6.0	0	9	0	6.0	1.0	0.6956083436402525	0	2	0	1	0	0	0	0.0	0.0	0.4	0	0	1	1	0	3	0	0	1	0	1	0	0.3333333333333333	0.0	0.0	3	0	0	0	1
5654	5666	Следующий уровень начнется уже в январе,	что прерываться совсем не хочется.	elaboration_r	6	5.833333333333333	1	6	1	5.833333333333333	1.0	5	6.0	0	5	0	6.0	1.0	0.6587641945322564	2	1	1	1	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	1	0	0	0	0	0	2	0	1	0	0	0	0.0	0.0	0.4	0	0	1	1	0
5655	5667	а пока повторяю пройденное.	Следующий уровень начнется уже в январе,	contrast_m	4	6.0	0	4	0	6.0	1.0	6	5.833333333333333	1	6	1	5.833333333333333	1.0	0.6708203932499369	0	2	0	1	0	0	0	0.0	0.0	0.5	0	1	0	0	0	2	1	1	1	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	1	0	0	0	0
5656	5668	Пересела на зеленую ветку,	так что стоять с толстым учебником не удобно,	cause_r	4	5.75	1	4	1	5.75	1.0	8	4.75	0	8	0	4.75	1.0	0.5773502691896257	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0	1	1	2	1	0	0	0	0.125	0.25	0.125	1	0	1	1	0
5657	5669	там всегда толпа,	Пересела на зеленую ветку,	background_r	3	5.0	0	3	0	5.0	1.0	4	5.75	1	4	1	5.75	1.0	0.6201736729460423	1	0	0	2	0	0	0	0.3333333333333333	0.0	0.0	0	0	0	0	0	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0
5658	5670	так что стоять с толстым учебником не удобно,	читаю книжку на телефоне.	cause_r	8	4.75	0	8	0	4.75	1.0	4	5.5	0	4	0	5.5	1.0	0.3812682690129771	1	1	2	1	0	0	0	0.125	0.25	0.125	1	0	1	1	0	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
5659	5671	Читаю Харрис Другой класс, снова о частной школе.	читаю книжку на телефоне.	elaboration_r	8	5.25	3	8	3	5.25	1.0	4	5.5	0	4	0	5.5	1.0	0.34246980845657055	2	1	2	1	0	0	0	0.25	0.25	0.125	1	0	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
5660	5672	Кажется, это продолжение Джентельменов и игроков.	Читаю Харрис Другой класс, снова о частной школе.	comparison_m	6	7.333333333333333	2	6	2	7.333333333333333	1.0	8	5.25	3	8	3	5.25	1.0	0.7693092581620721	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	0	1	0	0	1	2	1	2	1	0	0	0	0.25	0.25	0.125	1	0	0	0	0
5661	5673	Надо будет вечером вспомнить, погуглить так ли это.	Кажется, это продолжение Джентельменов и игроков.	elaboration_r	8	5.5	1	8	1	5.5	1.0	6	7.333333333333333	2	6	2	7.333333333333333	1.0	0.8228618068161239	1	2	0	2	1	0	0	0.125	0.0	0.25	0	0	0	1	1	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	0	1	0	0	1
5662	5674	Выхожу из метро	Конечно, бегу!	preparation_r	3	4.333333333333333	1	3	1	4.333333333333333	1.0	2	6.5	1	2	1	6.5	1.0	0.5564164356943271	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0
5663	5675	и вижу хвост моего автобуса.	Выхожу из метро	joint_m	5	4.8	0	5	0	4.8	1.0	3	4.333333333333333	1	3	1	4.333333333333333	1.0	0.3599665635696889	2	1	0	0	0	0	0	0.4	0.0	0.2	0	1	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0
5664	5676	Пробежаться? По льду? Без особого смысла?	Конечно, бегу!	solutionhood_r	6	6.0	3	6	3	6.0	1.0	2	6.5	1	2	1	6.5	1.0	0.10987858203147506	2	1	1	0	0	0	0	0.3333333333333333	0.16666666666666666	0.16666666666666666	2	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0
5665	5677	Ехать мне всего две остановки,	так что можно бы и дойти.	cause_r	5	5.2	1	5	1	5.2	1.0	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	0.6341861143397762	1	1	0	0	0	1	0	0.2	0.0	0.2	0	0	0	1	1	0	1	0	2	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	0
5666	5678	так что можно бы и дойти.	Конечно, бегу!	elaboration_r	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	2	6.5	1	2	1	6.5	1.0	0.2983872271851754	0	1	0	2	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	0	0	1	0	1	0	0	0	0.0	0.0	0.5	0	0	0	0	0
5667	5679	Но… отчего бы и не пробежаться?	так что можно бы и дойти.	contrast_m	6	4.333333333333333	1	6	1	4.333333333333333	1.0	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	0.6674758737965152	0	1	0	1	0	0	0	0.0	0.0	0.16666666666666666	0	0	0	3	0	0	1	0	2	0	0	0	0.0	0.0	0.16666666666666666	0	0	1	2	0
5668	5680	В фонде, где я работаю, есть несколько проектов.	И вот один из проектов, День не зря, проходит на территории ПНИ.	preparation_r	8	5.125	1	8	1	5.125	1.0	12	4.416666666666667	2	12	2	4.416666666666667	1.0	0.739509972887452	2	2	0	1	0	1	0	0.25	0.0	0.25	1	0	0	0	1	2	1	0	1	0	1	0	0.16666666666666666	0.0	0.08333333333333333	2	1	0	2	0
5669	5681	Мы работаем со взрослыми с ограниченными возможностями здоровья.	В фонде, где я работаю, есть несколько проектов.	elaboration_r	8	7.125	1	8	1	7.125	1.0	8	5.125	1	8	1	5.125	1.0	0.5941163769287184	3	2	0	0	0	0	0	0.375	0.0	0.25	2	0	0	0	1	2	2	0	1	0	1	0	0.25	0.0	0.25	1	0	0	0	1
5670	5682	Дважды в неделю мы приезжаем:	И вот один из проектов, День не зря, проходит на территории ПНИ.	elaboration_r	5	5.0	1	5	1	5.0	1.0	12	4.416666666666667	2	12	2	4.416666666666667	1.0	0.5448623679425841	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1	2	1	0	1	0	1	0	0.16666666666666666	0.0	0.08333333333333333	2	1	0	2	0
5671	5683	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	Дважды в неделю мы приезжаем:	elaboration_r	9	7.777777777777778	0	9	0	7.777777777777778	1.0	5	5.0	1	5	1	5.0	1.0	0.16438303757638645	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1
5672	5684	и мы занимаемся физкультурой,	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	4	6.5	0	4	0	6.5	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.5310850045437944	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	0	1	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5673	5685	играем,	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	1	7.0	0	1	0	7.0	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.2773500981126146	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5674	5686	гуляем,	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	1	7.0	0	1	0	7.0	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.2773500981126146	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5675	5687	готовим	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	1	7.0	0	1	0	7.0	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.2773500981126146	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5676	5688	и едим,	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	2	3.0	0	2	0	3.0	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.29957234475763905	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5677	5689	варим мыло,	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	2	5.0	0	2	0	5.0	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.35805743701971643	0	2	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5678	5690	валяем	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	1	6.0	0	1	0	6.0	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.2773500981126146	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5679	5691	или рисуем	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	2	4.5	0	2	0	4.5	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.35805743701971643	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5680	5692	и шьем всякую красоту.	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	4	4.75	0	4	0	4.75	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.49354811679282456	1	1	0	0	0	0	0	0.25	0.0	0.25	0	1	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5681	5693	А главное, общаемся	сотрудники и молодые люди-участники проекта, приходят проживающие в интернате,	joint_m	3	5.666666666666667	1	3	1	5.666666666666667	1.0	9	7.777777777777778	0	9	0	7.777777777777778	1.0	0.4529108136578383	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	4	2	1	0	0	0	0	0.4444444444444444	0.1111111111111111	0.2222222222222222	1	1	0	0	0
5682	5694	и тусим.	А главное, общаемся	joint_m	2	3.5	0	2	0	3.5	1.0	3	5.666666666666667	1	3	1	5.666666666666667	1.0	0.39735970711951313	0	0	0	0	0	0	0	0.0	0.0	0.0	0	1	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0
5683	5695	Времени 11-05.	Постепенно народ подтягивается.	preparation_r	2	6.5	1	2	1	6.5	1.0	3	9.666666666666666	1	3	1	9.666666666666666	1.0	0.47519096331149147	1	0	0	0	0	1	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5684	5696	Мой buddy тоже пришел.	Постепенно народ подтягивается.	elaboration_r	4	4.75	1	4	1	4.75	1.0	3	9.666666666666666	1	3	1	9.666666666666666	1.0	0.5956833971812706	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
5685	5697	Пусть его зовут А.	Мой buddy тоже пришел.	elaboration_r	4	3.75	2	4	2	3.75	1.0	4	4.75	1	4	1	4.75	1.0	0.6030226891555273	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	1	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	0
5686	5698	К сожалению, А. сегодня в печали.	Мой buddy тоже пришел.	evaluation_r	6	4.666666666666667	2	6	2	4.666666666666667	1.0	4	4.75	1	4	1	4.75	1.0	0.4479525793722381	2	0	0	1	0	0	0	0.3333333333333333	0.0	0.0	2	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	0
5687	5699	Тем не менее соглашается зайти в спортзал.	К сожалению, А. сегодня в печали.	contrast_m	7	5.142857142857143	1	7	1	5.142857142857143	1.0	6	4.666666666666667	2	6	2	4.666666666666667	1.0	0.6492391512223069	1	2	0	1	0	0	0	0.14285714285714285	0.0	0.2857142857142857	1	0	0	1	1	2	0	0	1	0	0	0	0.3333333333333333	0.0	0.0	2	0	0	0	0
5688	5700	Потом как-то все пошло, пошло, пошло, и вот уже пора гулять	Наша комната в здании лечебно-трудовых мастерских.	preparation_r	11	4.454545454545454	1	9	1	4.454545454545454	0.8181818181818182	6	7.5	1	6	1	7.5	1.0	0.6137957445912743	1	4	0	3	0	0	0	0.09090909090909091	0.0	0.36363636363636365	0	1	0	1	1	3	0	1	0	0	0	0	0.5	0.16666666666666666	0.0	1	0	0	0	0
5689	5701	и идти в нашу комнату,	Потом как-то все пошло, пошло, пошло, и вот уже пора гулять	sequence_m	5	3.6	0	5	0	3.6	1.0	11	4.454545454545454	1	9	1	4.454545454545454	0.8181818181818182	0.5367826312580717	1	1	0	0	0	0	0	0.2	0.0	0.2	1	1	0	0	0	1	4	0	3	0	0	0	0.09090909090909091	0.0	0.36363636363636365	0	1	0	1	1
5690	5702	где мы оставляем вещи	и идти в нашу комнату,	elaboration_r	4	4.5	0	4	0	4.5	1.0	5	3.6	0	5	0	3.6	1.0	0.674199862463242	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1	1	1	0	0	0	0	0	0.2	0.0	0.2	1	1	0	0	0
5691	5703	и идем готовить салат на обед.	где мы оставляем вещи	joint_m	6	4.166666666666667	0	6	0	4.166666666666667	1.0	4	4.5	0	4	0	4.5	1.0	0.5505664911687065	2	2	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	1	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
5692	5704	Там сейчас меняют окна,	поэтому, например, в прошлый раз в коридоре не было стекол	cause_r	4	5.0	1	4	1	5.0	1.0	10	4.9	0	9	0	4.9	0.9	0.5413902920037097	1	1	0	2	0	0	0	0.25	0.0	0.25	0	0	0	0	0	3	1	1	2	0	0	0	0.3	0.1	0.1	2	0	0	1	0
5693	5705	поэтому, например, в прошлый раз в коридоре не было стекол	Наша комната в здании лечебно-трудовых мастерских.	elaboration_r	10	4.9	0	9	0	4.9	0.9	6	7.5	1	6	1	7.5	1.0	0.7129546450873182	3	1	1	2	0	0	0	0.3	0.1	0.1	2	0	0	1	0	3	0	1	0	0	0	0	0.5	0.16666666666666666	0.0	1	0	0	0	0
5694	5706	и был жуткий дубак.	поэтому, например, в прошлый раз в коридоре не было стекол	joint_m	4	4.0	0	4	0	4.0	1.0	10	4.9	0	9	0	4.9	0.9	0.5085476277156078	1	1	1	0	0	0	0	0.25	0.25	0.25	0	1	0	0	0	3	1	1	2	0	0	0	0.3	0.1	0.1	2	0	0	1	0
5695	5707	Сегодня стеклопакет уже поставили.	поэтому, например, в прошлый раз в коридоре не было стекол	sequence_m	4	7.75	1	4	1	7.75	1.0	10	4.9	0	9	0	4.9	0.9	0.682288239221013	1	1	0	2	0	0	0	0.25	0.0	0.25	0	0	0	0	0	3	1	1	2	0	0	0	0.3	0.1	0.1	2	0	0	1	0
5696	5708	Значит, будет тепло, хорошо.	Сегодня стеклопакет уже поставили.	evaluation_r	4	6.25	1	4	1	6.25	1.0	4	7.75	1	4	1	7.75	1.0	0.747545001596402	0	1	2	1	0	0	0	0.0	0.5	0.25	0	0	0	0	0	1	1	0	2	0	0	0	0.25	0.0	0.25	0	0	0	0	0
5697	5709	Пока все готовят,	мы с А. пришли побыть в тишине в нашу комнату-мастерскую.	condition_r	3	5.0	1	3	1	5.0	1.0	10	4.8	1	9	1	4.8	0.9	0.4588314677411235	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	1	0	1	2	2	0	0	0	0	0	0.2	0.0	0.2	3	0	0	0	1
5698	5710	мы с А. пришли побыть в тишине в нашу комнату-мастерскую.	Наша комната в здании лечебно-трудовых мастерских.	elaboration_r	10	4.8	1	9	1	4.8	0.9	6	7.5	1	6	1	7.5	1.0	0.7578889387676477	2	2	0	0	0	0	0	0.2	0.0	0.2	3	0	0	0	1	3	0	1	0	0	0	0	0.5	0.16666666666666666	0.0	1	0	0	0	0
5699	5711	Вот, фотографирую ее для вас.	мы с А. пришли побыть в тишине в нашу комнату-мастерскую.	elaboration_r	5	5.0	1	5	1	5.0	1.0	10	4.8	1	9	1	4.8	0.9	0.6069769786668839	0	1	0	0	0	0	0	0.0	0.0	0.2	1	0	0	1	2	2	2	0	0	0	0	0	0.2	0.0	0.2	3	0	0	0	1
5700	5712	Весь декабрь шли новогодние ярмарки, в которых участвовало и наше мыло.	Раскупили почти все,	preparation_r	11	5.545454545454546	1	11	1	5.545454545454546	1.0	3	6.0	1	3	1	6.0	1.0	0.07198773909971262	3	2	1	0	0	0	0	0.2727272727272727	0.09090909090909091	0.18181818181818182	1	0	0	1	1	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
5701	5713	осталось, кажется, не больше десяти кусочков,	Раскупили почти все,	elaboration_r	6	6.666666666666667	0	6	0	6.666666666666667	1.0	3	6.0	1	3	1	6.0	1.0	0.24812043238702472	1	2	0	1	0	1	0	0.16666666666666666	0.0	0.3333333333333333	0	0	0	1	0	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
5702	5714	а было несколько больших коробок.	осталось, кажется, не больше десяти кусочков,	comparison_m	5	5.8	0	5	0	5.8	1.0	6	6.666666666666667	0	6	0	6.666666666666667	1.0	0.7149203529842405	1	1	1	0	0	1	0	0.2	0.2	0.2	0	1	0	0	0	1	2	0	1	0	1	0	0.16666666666666666	0.0	0.3333333333333333	0	0	0	1	0
5703	5715	Мыловары круты!	Раскупили почти все,	evaluation_r	2	7.0	1	2	1	7.0	1.0	3	6.0	1	3	1	6.0	1.0	0.6324555320336759	1	0	1	0	0	0	0	0.5	0.5	0.0	0	0	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1
