index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
82	но потом думаю	там все-таки нет столько зелени	evaluation_r	3	4.0	0	3	0	4.0	1.0	5	5.4	0	5	0	5.4	1.0	0.508000508000762	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	2	0	0	0	0.2	0.0	0.2	0	0	0	1	0
83	там все-таки нет столько зелени	что может быть какая-то американская это южная	evaluation_r	5	5.4	0	5	0	5.4	1.0	7	5.714285714285714	0	7	0	5.714285714285714	1.0	0.7071067811865476	1	1	0	2	0	0	0	0.2	0.0	0.2	0	0	0	1	0	0	2	2	0	0	0	0	0.0	0.2857142857142857	0.2857142857142857	0	0	1	0	1
84	сколько вокруг показано	там все-таки нет столько зелени	elaboration_r	3	7.0	0	3	0	7.0	1.0	5	5.4	0	5	0	5.4	1.0	0.672021505032247	0	1	0	1	0	1	0	0.0	0.0	0.3333333333333333	0	0	0	0	0	1	1	0	2	0	0	0	0.2	0.0	0.2	0	0	0	1	0
85	зелени много	там все-таки нет столько зелени	elaboration_r	2	5.5	0	2	0	5.5	1.0	5	5.4	0	5	0	5.4	1.0	0.5956833971812706	1	0	0	1	0	0	0	0.5	0.0	0.0	0	0	0	0	0	1	1	0	2	0	0	0	0.2	0.0	0.2	0	0	0	1	0
86	о ну крестьянин собирает на ферме груши	значит появляется какой-то парень такой типа Тома Сойера в общих словах	preparation_r	7	4.714285714285714	0	7	0	4.714285714285714	1.0	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.6391014819458269	3	1	0	0	0	0	0	0.42857142857142855	0.0	0.14285714285714285	1	0	0	1	0	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
87	это он лайкрозиночки есть	о ну крестьянин собирает на ферме груши	elaboration_r	4	5.5	0	4	0	5.5	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6602252917735247	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	1	1	3	1	0	0	0	0	0	0.42857142857142855	0.0	0.14285714285714285	1	0	0	1	0
88	пока он там значит собирает и наверху	значит появляется какой-то парень такой типа Тома Сойера в общих словах	background_r	7	4.428571428571429	0	7	0	4.428571428571429	1.0	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.7021094974994094	0	2	0	2	0	0	0	0.0	0.0	0.2857142857142857	0	1	1	0	1	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
89	наверху значит сидит	пока он там значит собирает и наверху	elaboration_r	3	6.0	0	3	0	6.0	1.0	7	4.428571428571429	0	7	0	4.428571428571429	1.0	0.7165985720844784	0	2	0	1	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	0	0	2	0	2	0	0	0	0.0	0.0	0.2857142857142857	0	1	1	0	1
90	который с велосипедом	значит появляется какой-то парень такой типа Тома Сойера в общих словах	elaboration_r	3	6.333333333333333	0	3	0	6.333333333333333	1.0	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.5173061316114635	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	1	0	0	0	1	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
91	стаскивает значит у него это самое корзинку целую мальчик	значит появляется какой-то парень такой типа Тома Сойера в общих словах	sequence_m	9	5.444444444444445	0	9	0	5.444444444444445	1.0	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.7691224192380871	2	1	2	1	0	0	0	0.2222222222222222	0.2222222222222222	0.1111111111111111	1	0	0	0	2	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
92	дядька ничего не замечает	значит появляется какой-то парень такой типа Тома Сойера в общих словах	sequence_m	4	5.5	0	4	0	5.5	1.0	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.5307448924342753	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	1	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
93	ну он едет на велосипеде значит к себе там домой с этой корзиной	значит появляется какой-то парень такой типа Тома Сойера в общих словах	sequence_m	13	4.0	0	13	0	4.0	1.0	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.8136165134668271	2	2	0	2	0	0	0	0.15384615384615385	0.0	0.15384615384615385	3	0	0	1	2	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
94	значит сталкивается с девчонкой	ну он едет на велосипеде значит к себе там домой с этой корзиной	sequence_m	4	7.0	0	4	0	7.0	1.0	13	4.0	0	13	0	4.0	1.0	0.6614378277661477	1	1	0	1	0	0	0	0.25	0.0	0.25	1	0	0	0	0	2	2	0	2	0	0	0	0.15384615384615385	0.0	0.15384615384615385	3	0	0	1	2
95	которая на велосипеде навстречу едет	значит сталкивается с девчонкой	elaboration_r	5	6.4	0	5	0	6.4	1.0	4	7.0	0	4	0	7.0	1.0	0.7642609333027257	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1	1	1	0	1	0	0	0	0.25	0.0	0.25	1	0	0	0	0
96	теряет шляпу	ну он едет на велосипеде значит к себе там домой с этой корзиной	sequence_m	2	5.5	0	2	0	5.5	1.0	13	4.0	0	13	0	4.0	1.0	0.375	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	2	2	0	2	0	0	0	0.15384615384615385	0.0	0.15384615384615385	3	0	0	1	2
97	ии роняет всю корзину	ну он едет на велосипеде значит к себе там домой с этой корзиной	sequence_m	4	4.5	0	4	0	4.5	1.0	13	4.0	0	13	0	4.0	1.0	0.5303300858899106	1	1	0	0	0	0	0	0.25	0.0	0.25	0	0	0	1	0	2	2	0	2	0	0	0	0.15384615384615385	0.0	0.15384615384615385	3	0	0	1	2
98	но к счастью значит как раз тимуровцы рядом значит	значит появляется какой-то парень такой типа Тома Сойера в общих словах	sequence_m	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	11	5.545454545454546	2	11	2	5.545454545454546	1.0	0.7315813472236931	3	2	0	1	0	0	0	0.3333333333333333	0.0	0.2222222222222222	1	1	1	0	0	3	1	1	1	0	0	0	0.2727272727272727	0.09090909090909091	0.09090909090909091	1	0	0	0	0
99	которые- значит помогают ему	но к счастью значит как раз тимуровцы рядом значит	elaboration_r	4	6.25	0	4	0	6.25	1.0	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	0.6633249580710799	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	0	1	3	2	0	1	0	0	0	0.3333333333333333	0.0	0.2222222222222222	1	1	1	0	0
100	собирают всю эту значит корзину обратно	но к счастью значит как раз тимуровцы рядом значит	sequence_m	6	5.666666666666667	0	6	0	5.666666666666667	1.0	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	0.812403840463596	1	2	0	1	0	0	0	0.16666666666666666	0.0	0.3333333333333333	0	0	0	0	0	3	2	0	1	0	0	0	0.3333333333333333	0.0	0.2222222222222222	1	1	1	0	0
101	ну вот отправляют его дальше	но к счастью значит как раз тимуровцы рядом значит	sequence_m	5	4.8	0	5	0	4.8	1.0	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	0.6324555320336759	0	1	0	1	0	0	0	0.0	0.0	0.2	0	0	0	2	1	3	2	0	1	0	0	0	0.3333333333333333	0.0	0.2222222222222222	1	1	1	0	0
102	а сами идут по своим делам счастливые довольные	но к счастью значит как раз тимуровцы рядом значит	contrast_m	8	5.0	0	8	0	5.0	1.0	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	0.7745966692414834	1	1	3	0	0	0	0	0.125	0.375	0.125	1	1	0	0	0	3	2	0	1	0	0	0	0.3333333333333333	0.0	0.2222222222222222	1	1	1	0	0
103	получив три груши за все удовольствие	а сами идут по своим делам счастливые довольные	background_r	6	5.333333333333333	0	6	0	5.333333333333333	1.0	8	5.0	0	8	0	5.0	1.0	0.7855070188074355	2	1	0	0	0	1	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	0	0	1	1	3	0	0	0	0	0.125	0.375	0.125	1	1	0	0	0
104	вот примерно так	ну вот	joint_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	2	2.5	0	2	0	2.5	1.0	0.17241904706086567	0	0	0	2	0	0	0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0	2	0
105	Ну я думаю	что речь идет о садовнике	evaluation_r	3	2.6666666666666665	1	3	1	2.6666666666666665	1.0	5	4.2	0	5	0	4.2	1.0	0.39999999999999997	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	1	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
106	что речь идет о садовнике	вот прошел там мужчина с козой	preparation_r	5	4.2	0	5	0	4.2	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7745966692414834	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
107	который очень любил свой сад	что речь идет о садовнике	elaboration_r	5	4.8	0	5	0	4.8	1.0	5	4.2	0	5	0	4.2	1.0	0.77319931092221	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
108	и очень бережно и аккуратно собирал урожай	который очень любил свой сад	joint_m	7	5.142857142857143	0	6	0	5.142857142857143	0.8571428571428571	5	4.8	0	5	0	4.8	1.0	0.5252709594852754	1	1	0	3	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	2	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	0	0	1
109	а вот и трепетно относился к каждому плоду	что речь идет о садовнике	elaboration_r	8	4.375	0	8	0	4.375	1.0	5	4.2	0	5	0	4.2	1.0	0.4643221431732359	1	1	0	1	0	0	0	0.125	0.0	0.125	1	1	0	2	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	1	0	0
110	который он только вот сорвал с дерева	а вот и трепетно относился к каждому плоду	elaboration_r	7	4.428571428571429	0	7	0	4.428571428571429	1.0	8	4.375	0	8	0	4.375	1.0	0.8309489698388166	1	1	0	0	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	2	2	1	1	0	1	0	0	0	0.125	0.0	0.125	1	1	0	2	0
111	и когда он собрал уже несколько корзин груш	мимо проходили люди	background_r	8	4.5	0	8	0	4.5	1.0	3	5.666666666666667	0	3	0	5.666666666666667	1.0	0.21514786395335014	2	1	0	1	0	1	0	0.25	0.0	0.125	0	1	1	0	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
112	а ну когда он работал	мимо проходили люди	background_r	5	3.4	0	5	0	3.4	1.0	3	5.666666666666667	0	3	0	5.666666666666667	1.0	0.5840539754914246	0	1	0	0	0	0	0	0.0	0.0	0.2	0	1	1	1	1	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
113	мимо проходили люди	вот прошел там мужчина с козой	background_r	3	5.666666666666667	0	3	0	5.666666666666667	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6055300708194984	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
114	каждый по своим делам	мимо проходили люди	elaboration_r	4	4.5	0	4	0	4.5	1.0	3	5.666666666666667	0	3	0	5.666666666666667	1.0	0.6848639928081262	1	0	0	0	0	0	0	0.25	0.0	0.0	1	0	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
115	потом мальчишка проехал на велосипеде	вот прошел там мужчина с козой	sequence_m	5	6.6	0	5	0	6.6	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7082875604007491	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
116	и он остановился	вот прошел там мужчина с козой	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6324555320336759	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
117	чтобы взять одну грушу	и он остановился	purpose_r	4	4.75	0	4	0	4.75	1.0	3	4.666666666666667	0	3	0	4.666666666666667	1.0	0.4859869096699081	1	1	0	0	0	1	0	0.25	0.0	0.25	0	0	1	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	1
118	но поразмыслив	вот прошел там мужчина с козой	antithesis_r	2	6.5	0	2	0	6.5	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6582805886043833	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
119	он решил	но поразмыслив	cause_r	2	3.5	0	2	0	3.5	1.0	2	6.5	0	2	0	6.5	1.0	0.6546536707079771	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0
120	что все-таки одной ему мало	он решил	purpose_r	5	4.6	0	5	0	4.6	1.0	2	3.5	0	2	0	3.5	1.0	0.08055291057646817	0	0	0	1	0	1	0	0.0	0.0	0.0	0	0	1	1	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
121	и решил воспользоваться	но поразмыслив	purpose_r	3	7.0	0	3	0	7.0	1.0	2	6.5	0	2	0	6.5	1.0	0.466061270721014	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0
122	пока мужчина был на дереве	и решил воспользоваться	background_r	5	4.4	0	5	0	4.4	1.0	3	7.0	0	3	0	7.0	1.0	0.578747296957589	2	0	0	0	1	0	0	0.4	0.0	0.0	1	0	1	0	0	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	1	0	0	0
123	и забрал всю ее корзину его верней корзину	но поразмыслив	cause_r	8	4.375	0	7	0	4.375	0.875	2	6.5	0	2	0	6.5	1.0	0.11996190698243578	2	2	0	0	0	0	0	0.25	0.0	0.25	0	1	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0
124	вот и поехал к себе домой	но поразмыслив	sequence_m	6	3.3333333333333335	0	6	0	3.3333333333333335	1.0	2	6.5	0	2	0	6.5	1.0	0.38521625386973113	0	1	0	1	0	0	0	0.0	0.0	0.16666666666666666	1	0	0	2	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0
125	навстречу ему ехала девочка	вот прошел там мужчина с козой	sequence_m	4	6.0	0	4	0	6.0	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.752772652709081	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
126	они загляделись друг на друга	навстречу ему ехала девочка	sequence_m	5	5.0	0	5	0	5.0	1.0	4	6.0	0	4	0	6.0	1.0	0.6921397405603303	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
127	и он уронил корзину с грушами	навстречу ему ехала девочка	cause_r	6	4.0	0	6	0	4.0	1.0	4	6.0	0	4	0	6.0	1.0	0.6443470320677608	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	0	1	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
128	груши рассыпались	навстречу ему ехала девочка	cause_r	2	8.0	0	2	0	8.0	1.0	4	6.0	0	4	0	6.0	1.0	0.5091750772173155	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
129	еще так было показано трогательно	как садовник эту ну не садовник а вот хозяин эту грушу каждую вытирал	evaluation_r	5	5.8	0	5	0	5.8	1.0	13	4.384615384615385	0	11	0	4.384615384615385	0.8461538461538461	0.601929265428846	0	1	0	3	1	0	0	0.0	0.0	0.2	0	0	0	0	0	4	1	0	0	0	0	0	0.3076923076923077	0.0	0.07692307692307693	0	1	1	3	0
130	как садовник эту ну не садовник а вот хозяин эту грушу каждую вытирал	навстречу ему ехала девочка	evaluation_r	13	4.384615384615385	0	11	0	4.384615384615385	0.8461538461538461	4	6.0	0	4	0	6.0	1.0	0.18614808433413912	4	1	0	0	0	0	0	0.3076923076923077	0.0	0.07692307692307693	0	1	1	3	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
131	там так нежно к ней относился	как садовник эту ну не садовник а вот хозяин эту грушу каждую вытирал	elaboration_r	6	4.0	0	6	0	4.0	1.0	13	4.384615384615385	0	11	0	4.384615384615385	0.8461538461538461	0.6138498140448513	0	1	0	3	0	0	0	0.0	0.0	0.16666666666666666	1	0	0	0	1	4	1	0	0	0	0	0	0.3076923076923077	0.0	0.07692307692307693	0	1	1	3	0
132	и тут они вдруг все в пыли лежат	как садовник эту ну не садовник а вот хозяин эту грушу каждую вытирал	concession_r	8	3.125	0	8	0	3.125	1.0	13	4.384615384615385	0	11	0	4.384615384615385	0.8461538461538461	0.648297659314349	1	1	0	2	0	0	0	0.125	0.0	0.125	1	1	0	0	1	4	1	0	0	0	0	0	0.3076923076923077	0.0	0.07692307692307693	0	1	1	3	0
133	вот и конечно жалко было урожай что называется вот	как садовник эту ну не садовник а вот хозяин эту грушу каждую вытирал	evaluation_r	9	4.666666666666667	0	8	0	4.666666666666667	0.8888888888888888	13	4.384615384615385	0	11	0	4.384615384615385	0.8461538461538461	0.7421082385212816	1	1	0	2	1	0	0	0.1111111111111111	0.0	0.1111111111111111	0	0	0	3	1	4	1	0	0	0	0	0	0.3076923076923077	0.0	0.07692307692307693	0	1	1	3	0
134	и мальчишка поднялся	вот прошел там мужчина с козой	sequence_m	3	6.0	0	3	0	6.0	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6831300510639733	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
135	почувствовал	что разбил ногу	evidence_r	1	12.0	0	1	0	12.0	1.0	3	4.333333333333333	0	3	0	4.333333333333333	1.0	0.6831300510639733	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	1	0	0
136	что разбил ногу	естественно груши уже его не так волновали	cause_r	3	4.333333333333333	0	3	0	4.333333333333333	1.0	7	5.142857142857143	0	7	0	5.142857142857143	1.0	0.5345224838248488	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	1	0	0	1	1	0	3	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	0	0	1	1
137	естественно груши уже его не так волновали	и мальчишка поднялся	antithesis_r	7	5.142857142857143	0	7	0	5.142857142857143	1.0	3	6.0	0	3	0	6.0	1.0	0.2683692473729377	1	1	0	3	0	0	0	0.14285714285714285	0.0	0.14285714285714285	0	0	0	1	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0
138	вот и когда он увидел	что к нему приближается группа других мальчишек деревенских	background_r	5	3.4	0	5	0	3.4	1.0	8	6.5	0	8	0	6.5	1.0	0.552344770738994	0	1	0	0	0	0	0	0.0	0.0	0.2	0	0	1	2	1	2	1	2	0	0	0	0	0.25	0.25	0.125	1	0	1	0	1
139	что к нему приближается группа других мальчишек деревенских	он даже несколько насторожился	background_r	8	6.5	0	8	0	6.5	1.0	4	6.75	0	4	0	6.75	1.0	0.33303148313119424	2	1	2	0	0	0	0	0.25	0.25	0.125	1	0	1	0	1	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	1	1
140	он даже несколько насторожился	вот прошел там мужчина с козой	sequence_m	4	6.75	0	4	0	6.75	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7745966692414834	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	1	1	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
141	но те подошли	он даже несколько насторожился	antithesis_r	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	4	6.75	0	4	0	6.75	1.0	0.6055300708194984	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	0	1	0	1	0	0	0	0.0	0.0	0.25	0	0	0	1	1
142	помогли ему подняться	но те подошли	sequence_m	3	6.333333333333333	0	3	0	6.333333333333333	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.519231227896439	0	2	0	0	0	0	0	0.0	0.0	0.6666666666666666	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0
143	подняли его рассыпавшиеся груши	но те подошли	sequence_m	4	7.0	0	4	0	7.0	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.23035298550582162	1	2	0	0	0	0	0	0.25	0.0	0.5	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0
144	все собрали	но те подошли	sequence_m	2	5.0	0	2	0	5.0	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.6201736729460423	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0
145	и помогли ему забраться на велосипед	но те подошли	sequence_m	6	5.166666666666667	0	6	0	5.166666666666667	1.0	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	0.16377657573544074	1	2	0	0	0	0	0	0.16666666666666666	0.0	0.3333333333333333	1	1	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0
146	ну а в момент столкновения с девочкой	и врезался в камень	background_r	7	4.428571428571429	0	7	0	4.428571428571429	1.0	4	4.0	0	4	0	4.0	1.0	0.3445338930409917	3	0	0	0	0	0	0	0.42857142857142855	0.0	0.0	2	1	0	1	0	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0
147	можно сказать там	когда не с девочкой	evaluation_r	3	5.0	0	3	0	5.0	1.0	4	4.0	0	4	0	4.0	1.0	0.6488856845230502	0	1	0	2	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	0	1	0	0	0	0	0	0	0.25	0.0	0.0	1	0	1	1	0
148	когда не с девочкой	ну а в момент столкновения с девочкой	restatement_r	4	4.0	0	4	0	4.0	1.0	7	4.428571428571429	0	7	0	4.428571428571429	1.0	0.677834389404565	1	0	0	0	0	0	0	0.25	0.0	0.0	1	0	1	1	0	3	0	0	0	0	0	0	0.42857142857142855	0.0	0.0	2	1	0	1	0
149	а когда он загляделся	когда не с девочкой	restatement_r	4	4.5	0	4	0	4.5	1.0	4	4.0	0	4	0	4.0	1.0	0.744525654505554	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	1	0	1	1	0	0	0	0	0	0	0.25	0.0	0.0	1	0	1	1	0
150	и врезался в камень	вот прошел там мужчина с козой	sequence_m	4	4.0	0	4	0	4.0	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7071067811865476	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
151	у него слетела шляпа	и врезался в камень	cause_r	4	4.25	0	4	0	4.25	1.0	4	4.0	0	4	0	4.0	1.0	0.7218748939858607	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0
152	и он поехал дальше	и врезался в камень	sequence_m	4	3.75	0	4	0	3.75	1.0	4	4.0	0	4	0	4.0	1.0	0.7608859102526822	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	0	1	1	1	0	0	0	0	0	0.25	0.0	0.25	1	1	0	0	0
153	забыв про нее	и он поехал дальше	evaluation_r	3	3.6666666666666665	0	3	0	3.6666666666666665	1.0	4	3.75	0	4	0	3.75	1.0	0.6666666666666666	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	1	0	0	0	1	0	1	0	1	0	0	0	0.0	0.0	0.25	0	1	0	0	1
154	а вот мальчишки прошли немножко	вот прошел там мужчина с козой	sequence_m	5	5.4	0	5	0	5.4	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.8651043798440128	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	0	0	1	0
155	увидели	что шляпа валяется	evidence_r	1	7.0	0	1	0	7.0	1.0	3	5.333333333333333	0	3	0	5.333333333333333	1.0	0.408248290463863	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	1	0	0
156	что шляпа валяется	а вот мальчишки прошли немножко	sequence_m	3	5.333333333333333	0	3	0	5.333333333333333	1.0	5	5.4	0	5	0	5.4	1.0	0.6475761258027333	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	1	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
157	они ее подняли	а вот мальчишки прошли немножко	sequence_m	3	4.0	0	3	0	4.0	1.0	5	5.4	0	5	0	5.4	1.0	0.5956833971812706	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	2	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
158	и вернули мальчику	а вот мальчишки прошли немножко	sequence_m	3	5.333333333333333	0	3	0	5.333333333333333	1.0	5	5.4	0	5	0	5.4	1.0	0.7184212081070996	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
159	и тот их угостил грушами	а вот мальчишки прошли немножко	sequence_m	5	4.0	0	5	0	4.0	1.0	5	5.4	0	5	0	5.4	1.0	0.6956083436402525	1	1	0	0	0	0	0	0.2	0.0	0.2	0	1	0	0	1	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	1	0
