EDU_1;EDU_2;Relation
и ты понимаешь, что подобная ситуация могла повториться и сто и двести и тысячу лет назад...;В такие моменты время стирается,;joint_m
Вид на Дуванишку, где среди невысоких деревянных и каменных домов затесался пятиэтажный особняк.;Дуванишка оказалась интересным местом.;elaboration_r
Люди живут здесь своим трудом, но я бы не сказал, что бедно.;Вид на Дуванишку, где среди невысоких деревянных и каменных домов затесался пятиэтажный особняк.;joint_m
Дом с двумя трубами. Судя по кладке, может быть ровесником монастыря.;Вид на Дуванишку, где среди невысоких деревянных и каменных домов затесался пятиэтажный особняк.;joint_m
и углубился во дворы, ища возможность спуститься к реке.;Я оставил машину возле мечети;joint_m
Первый двор сменился вторым и следом третьим.;Я оставил машину возле мечети;sequence_m
Бетонная дорожка петляла мимо построек;Я оставил машину возле мечети;sequence_m
и, наконец, вывела к узкому коридору, уводящему вниз.;Бетонная дорожка петляла мимо построек;joint_m
Ограждённый с двух сторон коридор напоминал пересохшее русло -;Бетонная дорожка петляла мимо построек;elaboration_r
он был выложен из больших камней,;Ограждённый с двух сторон коридор напоминал пересохшее русло -;cause_r
спускаться по которым оказалось очень неудобно.;он был выложен из больших камней,;evaluation_r
Показалась река,;Я оставил машину возле мечети;sequence_m
перейдя которую, я убедился, что выбрал верное направление.;Показалась река,;elaboration_r
Мне оставалось только поспешить в сторону монастыря,;Показалась река,;elaboration_r
чтобы обогнать заходящее солнце.;Мне оставалось только поспешить в сторону монастыря,;purpose_r
Вскоре за мостиком река устремляется вниз, создавая живописные каскады, не видимые с автомобильной дороги.;Я оставил машину возле мечети;sequence_m
Их внезапное появление делает место ещё более зрелищным.;Вскоре за мостиком река устремляется вниз, создавая живописные каскады, не видимые с автомобильной дороги.;evaluation_r
За мостиком.   Река устремляется вниз, создавая живописные каскады.;Вскоре за мостиком река устремляется вниз, создавая живописные каскады, не видимые с автомобильной дороги.;elaboration_r
Основание Парехи также связано с известной личностью.;Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;preparation_r
Я узнал о ней, изучая материалы;Основание Парехи также связано с известной личностью.;background_r
для описания поездки в монастырь Зарзма.;Я узнал о ней, изучая материалы;purpose_r
Еще жив был Григорий Хандзтели (примерно в 830-40-е годы),;Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;background_r
когда в монастыре появился шавшетец (Шавшети - исторический грузинский регион, находившийся восточнее Тао и Кларджети) Михаил (Микел) Парехский.;Еще жив был Григорий Хандзтели (примерно в 830-40-е годы),;elaboration_r
Получив благословение отца Григория,;Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;cause_r
(название которого и переводится как «пещера»).;Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;elaboration_r
Однажды во время молитвы у преподобного Михаила было видение — отправить своих учеников братьев Серапиона и Иоанна в Самцхе (также регион Грузии);Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;sequence_m
для основания монастыря,;Однажды во время молитвы у преподобного Михаила было видение — отправить своих учеников братьев Серапиона и Иоанна в Самцхе (также регион Грузии);purpose_r
«при этом он показал ему приметы места,;Однажды во время молитвы у преподобного Михаила было видение — отправить своих учеников братьев Серапиона и Иоанна в Самцхе (также регион Грузии);joint_m
на котором, найдя его, они должны были построить монастырь,;«при этом он показал ему приметы места,;elaboration_r
чтобы в нем собрались многие души во славу Бога и Владыки всех»;«при этом он показал ему приметы места,;purpose_r
(Согласно книге «Житие и подвижничество Богоносного блаженного отца нашего Серапиона Зарзмели»,;«при этом он показал ему приметы места,;attribution_r
написанной в X веке).;(Согласно книге «Житие и подвижничество Богоносного блаженного отца нашего Серапиона Зарзмели»,;elaboration_r
Серапион покорился благословению духовника;Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;sequence_m
и около 861 г. вместе со своими сподвижниками отправился в путь, взяв с собой чудотворную икону Преображения Господня.;Серапион покорился благословению духовника;joint_m
После долгих поисков братья основали монастырь Зарзма.;Серапион покорился благословению духовника;joint_m
У иконы своя непростая судьба;Серапион покорился благословению духовника;elaboration_r
в сильно поврежденном виде, но она сохранилась до наших дней;У иконы своя непростая судьба;elaboration_r
и сейчас находится в Национальном музее Грузии.;в сильно поврежденном виде, но она сохранилась до наших дней;joint_m
(Подробнее об иконе см. здесь).;У иконы своя непростая судьба;attribution_r
Михаил же скончался в глубокой старости;Михаил неподалеку в труднодоступном скалистом пещерном месте построил маленькую часовню, возле которой вырос скит, впоследствии ставший монастырём Парехи;sequence_m
и был похоронен в основанной им обители.;Михаил же скончался в глубокой старости;joint_m
Приходящие на его могилу верующие чудесным образом исцелялись,;Михаил же скончался в глубокой старости;elaboration_r
но сведений о её месторасположении не сохранилось.;Приходящие на его могилу верующие чудесным образом исцелялись,;contrast_m
Жизнь и учения святого описали его ученики.;Михаил же скончался в глубокой старости;sequence_m
Известно о книге Василия Зарзмели «Житие Михаила Парехского» (X век), ни одной копии которой к настоящему времени не обнаружено.;Жизнь и учения святого описали его ученики.;elaboration_r
В летописях даже сохранилось имя монастырского писаря Иллариона Парекели.;В IX-X веках Парехи играл роль в церковной, монашеской и культурной жизни.;elaboration_r
Но на следующую тысячу лет монастырь практически исчез из виду.;В IX-X веках Парехи играл роль в церковной, монашеской и культурной жизни.;contrast_m
В средневековье он существовал,;В IX-X веках Парехи играл роль в церковной, монашеской и культурной жизни.;sequence_m
тому есть подтверждения.;В средневековье он существовал,;evidence_r
А в 1904 году, когда Кларджети посещал исследователь Николай Марр;В IX-X веках Парехи играл роль в церковной, монашеской и культурной жизни.;sequence_m
(труды которого на эту тему, к сожалению, коллекционная редкость),;А в 1904 году, когда Кларджети посещал исследователь Николай Марр;elaboration_r
здесь уже лежали руины.;А в 1904 году, когда Кларджети посещал исследователь Николай Марр;joint_m
Первая экспедиция Вахтанга Джобадзе посетила Парехи в 1995 году;В IX-X веках Парехи играл роль в церковной, монашеской и культурной жизни.;sequence_m
(исследования грузинских областей Турции этим учёным крайне важны:;Первая экспедиция Вахтанга Джобадзе посетила Парехи в 1995 году;elaboration_r
будучи эмигрантом и гражданином США,;он,;cause_r
он,;(исследования грузинских областей Турции этим учёным крайне важны:;cause_r
в отличие от советских коллег,;имел возможность к доступу и изучению монастырей,;cause_r
имел возможность к доступу и изучению монастырей,;он,;same-unit_m
чем и пользовался;он,;joint_m
он же обнаружил;(исследования грузинских областей Турции этим учёным крайне важны:;joint_m
упомянутые мной в Кипрских заметках;остатки грузинского монастыря возле Полиса).;attribution_r
остатки грузинского монастыря возле Полиса).;он же обнаружил;same-unit_m
Тогда была обнаружена еле читаемая надпись в одной из церквей с именем одного из ктиторов,;Первая экспедиция Вахтанга Джобадзе посетила Парехи в 1995 году;elaboration_r
но уже спустя 10 лет она была утрачена.;Тогда была обнаружена еле читаемая надпись в одной из церквей с именем одного из ктиторов,;contrast_m
Тропинка к монастырю.;За водопадом становится различимой ведущая к монастырю тропинка.;elaboration_r
Где-то возле неё в прошлом находились монастырские сады и огороды.;За водопадом становится различимой ведущая к монастырю тропинка.;elaboration_r
Позади них работали две водяные мельницы.;Где-то возле неё в прошлом находились монастырские сады и огороды.;joint_m
Тропинка приводит к скалистому уступу, за которым тянется вдоль обрыва до самого конца комплекса.;За водопадом становится различимой ведущая к монастырю тропинка.;joint_m
Когда-то единственный проход в монастырь преграждался воротами,;За водопадом становится различимой ведущая к монастырю тропинка.;elaboration_r
но от них не осталось и следа.;Когда-то единственный проход в монастырь преграждался воротами,;joint_m
Первые руины на пути, которые я увидел, предположительно были трапезной.;За водопадом становится различимой ведущая к монастырю тропинка.;joint_m
Это крупное строение, сложенное из тёсанного камня.;Первые руины на пути, которые я увидел, предположительно были трапезной.;elaboration_r
Сейчас оно засыпано землёй и камнями настолько,;Первые руины на пути, которые я увидел, предположительно были трапезной.;cause_r
что единственный путь проходит выше уровня окон-бойниц.;Сейчас оно засыпано землёй и камнями настолько,;joint_m
Внутри трапезной растёт молодое дерево.;Первые руины на пути, которые я увидел, предположительно были трапезной.;elaboration_r
Отсюда главный парехский ракурс - две церкви, стоящие на краю неприступного обрыва.;За трапезной самый узкий участок пути, шириной в одного человека.;elaboration_r
Даже без крыш, скромные по своим размерам, пребывающие в руинах, они выглядят мощно;За трапезной самый узкий участок пути, шириной в одного человека.;evaluation_r
и словно оживляют и без того волшебный вид.;Даже без крыш, скромные по своим размерам, пребывающие в руинах, они выглядят мощно;joint_m
Чтобы возвести их строителям древности;пришлось сначала соорудить на скале два огромных постамента.;purpose_r
пришлось сначала соорудить на скале два огромных постамента.;Даже без крыш, скромные по своим размерам, пребывающие в руинах, они выглядят мощно;elaboration_r
;За трапезной самый узкий участок пути, шириной в одного человека.;elaboration_r
По мнению Вахтанга Джобадзе, верхняя церковь - базилика - самое старое здание Парехи, строившееся во второй половине IX века;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;preparation_r
при участии основателя Михаила.;По мнению Вахтанга Джобадзе, верхняя церковь - базилика - самое старое здание Парехи, строившееся во второй половине IX века;condition_r
Размер церкви 11,15 на 4,75 м.;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;elaboration_r
Имеется полукруглая апсида в алтарной части, ориентированная как положено на восток.;Размер церкви 11,15 на 4,75 м.;joint_m
Три стены из четырёх более-менее сохранились.;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;joint_m
Крыша рухнула внутрь храма,;завалив его.;cause_r
завалив его.;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;joint_m
Вероятно, что полноценных археологических работ под завалами до сих пор не проводилось.;завалив его.;evaluation_r
Однако, Н. Марр обнаружил в здании человеческие кости,;это позволило ему сделать вывод, что именно здесь был похоронен Св. Михаил Парехский.;cause_r
это позволило ему сделать вывод, что именно здесь был похоронен Св. Михаил Парехский.;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;contrast_m
Будущие исследователи, впрочем, не разделили его мнение.;это позволило ему сделать вывод, что именно здесь был похоронен Св. Михаил Парехский.;contrast_m
С северной стороны церкви существовала пристройка.;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;joint_m
Найденные керамические трубы указывали на то, что в ней находился баптистерий (крестильня).;С северной стороны церкви существовала пристройка.;elaboration_r
Верхняя и нижняя церкви.  Главный фасад. Вход и окно над ним теперь представляют собой единое целое.  Внутри.  Апсида верхней церкви.  Засыпанный вход в крестильню.;Стиль постройки не выбивается из того, что было принято в средневековье в этих краях.;elaboration_r
Спустя некоторое время, когда пропускной способности церкви стало недостаточно для количества подвязавшихся при монастыре,;был построен еще один храм.;cause_r
Для его строительства;использовали кусок скалы на 6 метров ниже первой церкви.;purpose_r
использовали кусок скалы на 6 метров ниже первой церкви.;был построен еще один храм.;elaboration_r
Площадку для храма, а также несуществующей ныне террасы перед ним соорудили практически на обрыве.;использовали кусок скалы на 6 метров ниже первой церкви.;joint_m
От верхней церкви вниз вела лестница, также утраченная.;использовали кусок скалы на 6 метров ниже первой церкви.;joint_m
Она оказалась более сложно спланирована (трёхнефная базилика).;Постройку новой церкви исследователи отнесли к рубежу IX и X веков.;elaboration_r
Размер здания не превышал 12 на 8,3 м.;Она оказалась более сложно спланирована (трёхнефная базилика).;elaboration_r
Но одна деталь особенно отличала её от других кларджетских церквей - наличие двери с южной стороны здания, выходящего на пропасть, где наверняка находился балкон.;Размер здания не превышал 12 на 8,3 м.;contrast_m
Предположу, что его соорудили;Но одна деталь особенно отличала её от других кларджетских церквей - наличие двери с южной стороны здания, выходящего на пропасть, где наверняка находился балкон.;evaluation_r
не для того, чтобы братия могла любоваться окрестностями;Предположу, что его соорудили;purpose_r
(вид был для них привычен),;не для того, чтобы братия могла любоваться окрестностями;evidence_r
а для того, что внутрь храма проникало больше света.;Предположу, что его соорудили;contrast_m
Сейчас внутри здания камни и мусор от обрушившихся стен, колонн и кровли, но алтарная часть храма более-менее сохранилась.;Постройку новой церкви исследователи отнесли к рубежу IX и X веков.;comparison_m
Вид на нижнюю церковь с верхней.  Дерево, выросшее внутри нижней церкви.  Проём в восточном фасаде на месте окна. Вид внутрь церкви.  Помещение (ризник?) в правом углу церкви сбоку от алтаря.  Внутри помещения.;Постройку новой церкви исследователи отнесли к рубежу IX и X веков.;elaboration_r
Если пройти дальше,;то на пути оказывается водопад.;condition_r
то на пути оказывается водопад.;Церкви стоят примерно посредине территории, занятой в прошлом монастырём.;joint_m
Удивительно, но небольшой ручеёк талой воды за прошедшую тысячу лет не нашёл себе другого русла.;то на пути оказывается водопад.;elaboration_r
Эта вода снабжала монастырь питьевой водой.;Удивительно, но небольшой ручеёк талой воды за прошедшую тысячу лет не нашёл себе другого русла.;background_r
Брызги от него мелкой водяной пылью разносятся в воздухе.;Удивительно, но небольшой ручеёк талой воды за прошедшую тысячу лет не нашёл себе другого русла.;elaboration_r
Под водопадом кто-то заботливо установил на двух камнях доску -;можно присесть;cause_r
можно присесть;то на пути оказывается водопад.;joint_m
и немного отключиться от оставшегося далеко позади современного мира со всей его спешкой...;можно присесть;joint_m
Взгляд назад.  Взгляд вперёд.  Водопад.;Церкви стоят примерно посредине территории, занятой в прошлом монастырём.;elaboration_r
хотя все они в основном уничтожены.;Среди развалин монастыря Парехи различается ещё несколько строений,;concession_r
Несколько небольших зданий примыкали к скале в самой дальней, восточной части комплекса.;Среди развалин монастыря Парехи различается ещё несколько строений,;elaboration_r
Вероятно, это были кельи.;Несколько небольших зданий примыкали к скале в самой дальней, восточной части комплекса.;evaluation_r
В одном месте я заметил небольшой фрагмент штукатурки,;Среди развалин монастыря Парехи различается ещё несколько строений,;elaboration_r
рисунок на нём стёрся,;В одном месте я заметил небольшой фрагмент штукатурки,;elaboration_r
но эскизный набросок ещё присутствует.;рисунок на нём стёрся,;contrast_m
На самом краю, где кончается тропинка;Среди развалин монастыря Парехи различается ещё несколько строений,;joint_m
и нависает скала, создавая естественную защиту от непогоды,;На самом краю, где кончается тропинка;joint_m
хорошо различимы следы копоти,;На самом краю, где кончается тропинка;same-unit_m
но что и когда здесь могло гореть?;На самом краю, где кончается тропинка;contrast_m
Здание в дальней части монастыря.  Пройти дальше можно было не мимо, а только сквозь него.;Среди развалин монастыря Парехи различается ещё несколько строений,;elaboration_r
Строители не пытались придать помещениям четкие геометрические формы,;Здание в дальней части монастыря.  Пройти дальше можно было не мимо, а только сквозь него.;joint_m
но обыгрывали изгибы скалы.;Строители не пытались придать помещениям четкие геометрические формы,;contrast_m
Фрагмент отделки.  Следы построек присутствуют и дальше.;Здание в дальней части монастыря.  Пройти дальше можно было не мимо, а только сквозь него.;joint_m
Обратите внимание насколько далеко осталась деревня Дуванишка.   Копоть.  Дальше нет пути.  Дорога к Парехи.;Здание в дальней части монастыря.  Пройти дальше можно было не мимо, а только сквозь него.;joint_m
Аккурат в тот момент, когда я достиг восточного края Парехи, солнце скрылось за горами,;погрузив всё в прохладную октябрьскую тень.;cause_r
погрузив всё в прохладную октябрьскую тень.;что неспроста я ошибся дорогой, потеряв время,;cause_r
Этот символичный момент словно объяснял мне то, что всё произошло вовремя,;что неспроста я ошибся дорогой, потеряв время,;attribution_r
неспроста не успел в этот день в Хандзту;что неспроста я ошибся дорогой, потеряв время,;joint_m
(изначально я саму эту поездку называл По следам Григория Хандзтели).;неспроста не успел в этот день в Хандзту;background_r
Словно кто-то, души людей, причастных к этой обители, или сам основатель хотели,;что неспроста я ошибся дорогой, потеряв время,;comparison_m
чтобы о них и о Парехи помнили не в контексте, а как о чём-то важном, заслуживающем отдельного внимания у потомков.;Словно кто-то, души людей, причастных к этой обители, или сам основатель хотели,;purpose_r
Горные цветы.  На обратном пути.   Церкви. Видна дверь нижнего храма, выходящая на обрыв.;что неспроста я ошибся дорогой, потеряв время,;elaboration_r
На протяжении многих столетий не было упоминаний ни о монастыре Берта, ни о монастыре Парехи.;Поэтому за прошедшие века бесхозные здания обветшали,;preparation_r
Туркам и эти и все другие доставшиеся объекты с культурной точки зрения были не интересны,;Поэтому за прошедшие века бесхозные здания обветшали,;cause_r
а по факту даже в какой-то мере опасны, как напоминание о том, что это изначально чужая земля.;Туркам и эти и все другие доставшиеся объекты с культурной точки зрения были не интересны,;joint_m
а во многих местах и обрушились.;Поэтому за прошедшие века бесхозные здания обветшали,;joint_m
Камни, из которых были сложены стены храмов, часто шли на строительство домов местных жителей.;Поэтому за прошедшие века бесхозные здания обветшали,;joint_m
Тем постройкам, - монастырь Берта в их числе;Камни, из которых были сложены стены храмов, часто шли на строительство домов местных жителей.;joint_m
— которые были переоборудованы в мечети,;Тем постройкам, - монастырь Берта в их числе;background_r
удалось выстоять...;Тем постройкам, - монастырь Берта в их числе;same-unit_m
Первые попытки исследования памятников Тао-Кларджети были предприняты лишь в короткий период между 1878 и 1921 гг.,;Поэтому за прошедшие века бесхозные здания обветшали,;joint_m
когда эти земли принадлежали Российской империи.;Первые попытки исследования памятников Тао-Кларджети были предприняты лишь в короткий период между 1878 и 1921 гг.,;background_r
Несколько организованных экспедиций провели обмеры ключевых храмов,;Первые попытки исследования памятников Тао-Кларджети были предприняты лишь в короткий период между 1878 и 1921 гг.,;elaboration_r
задокументировали их состояние;Несколько организованных экспедиций провели обмеры ключевых храмов,;joint_m
и сделали зарисовки, а иногда и фотографии.;Несколько организованных экспедиций провели обмеры ключевых храмов,;joint_m
И после возвращения территории Турции, на протяжении нескольких десятилетий эти скудные материалы были единственным источником, на основании которых учёные могли описывать памятники бывшей юго-западной Грузии.;Первые попытки исследования памятников Тао-Кларджети были предприняты лишь в короткий период между 1878 и 1921 гг.,;sequence_m
И только совсем недавно, наконец, появилась возможность увидеть то, что осталось;Первые попытки исследования памятников Тао-Кларджети были предприняты лишь в короткий период между 1878 и 1921 гг.,;sequence_m
(если осталось);И только совсем недавно, наконец, появилась возможность увидеть то, что осталось;condition_r
от этих храмов воочию...;И только совсем недавно, наконец, появилась возможность увидеть то, что осталось;same-unit_m
Интерес к ним пока ещё не велик,;И только совсем недавно, наконец, появилась возможность увидеть то, что осталось;elaboration_r
но его всё равно больше, чем когда-либо.;Интерес к ним пока ещё не велик,;contrast_m
И чем большее количество людей заинтересуется этими местами,;тем скорее их назовут тем, чем они являются по факту - культурным, историческим и религиозным наследием всего человечества.;condition_r
тем скорее их назовут тем, чем они являются по факту - культурным, историческим и религиозным наследием всего человечества.;Интерес к ним пока ещё не велик,;elaboration_r
Водопад.  Трапезная.  Река внизу.  Водопад.;Поэтому за прошедшие века бесхозные здания обветшали,;elaboration_r
В Хопу я вернулся поздно вечером.;Хозяин волновался.;preparation_r
Оказывается он многократно писал мне,;Хозяин волновался.;cause_r
но;Оказывается он многократно писал мне,;contrast_m
по причине отсутствия связи;его сообщения я получил с большой задержкой.;cause_r
его сообщения я получил с большой задержкой.;но;same-unit_m
К счастью, ему нужно было ехать к границе,;Хозяин волновался.;elaboration_r
и,;К счастью, ему нужно было ехать к границе,;joint_m
воспользовавшись его предложением подвезти,;я существенно ускорил возвращение в Батуми.;cause_r
я существенно ускорил возвращение в Батуми.;и,;same-unit_m
