EDU_1;EDU_2;Relation
то немного кадров из дождливой предрождественской Праги.;Не так много народу на Пшикопе, улице с брендовыми магазинами и прочим пафосом.;preparation_r
Вацлавская площадь.;Не так много народу на Пшикопе, улице с брендовыми магазинами и прочим пафосом.;sequence_m
В последнее время ходит много слухов насчет того, чтобы снова пустить по площади трамваи,;Вацлавская площадь.;elaboration_r
как это было раньше.;В последнее время ходит много слухов насчет того, чтобы снова пустить по площади трамваи,;background_r
Кому цветочек?;Не так много народу на Пшикопе, улице с брендовыми магазинами и прочим пафосом.;sequence_m
Ёлки повсюду;Не так много народу на Пшикопе, улице с брендовыми магазинами и прочим пафосом.;sequence_m
Пора домой.;Не так много народу на Пшикопе, улице с брендовыми магазинами и прочим пафосом.;sequence_m
Тишайшая красная ветка метро.;Пора домой.;elaboration_r
Таймчек.;Тишайшая красная ветка метро.;sequence_m
Ура. Я дома.;Тишайшая красная ветка метро.;sequence_m
Натопала сегодня прилично :);Тишайшая красная ветка метро.;sequence_m
Пока спать не хочется.;Душевное и милое быстро находится.;solutionhood_r
Хочется посмотреть чего-то милого, душевного.;Пока спать не хочется.;contrast_m
Как раз под мандаринки и пипаркукас;Хочется посмотреть чего-то милого, душевного.;elaboration_r
(латвийское пряное печенье - пеку его только на зимние праздники).;Как раз под мандаринки и пипаркукас;elaboration_r
Душевное и милое быстро находится.;В душ, смыть косметику.;sequence_m
Как украсть миллион. :);Душевное и милое быстро находится.;elaboration_r
Спать, как всегда, хочется за 15 минут до конца фильма.;Значит, на сегодня все.;cause_r
Значит, на сегодня все.;В душ, смыть косметику.;sequence_m
О! А сегодня уже завтра :));Значит, на сегодня все.;evaluation_r
День получился насыщенным,;Значит, на сегодня все.;evaluation_r
воскресенье, скорее всего, будет ленивым,;День получился насыщенным,;sequence_m
а затем снова насыщенные дни.;День получился насыщенным,;sequence_m
В этом прелесть отпуска :));а затем снова насыщенные дни.;evaluation_r
