index	EDU_1	EDU_2	Relation	num_of_words_1	avg_word_len_1	upcase_words_num_1	num_unique_words_1	count_words_title_1	mean_word_len_1	words_vs_unique_1	num_of_words_2	avg_word_len_2	upcase_words_num_2	num_unique_words_2	count_words_title_2	mean_word_len_2	words_vs_unique_2	bleu_score	nouns_count_1	verbs_count_1	adj_count_1	adv_count_1	aux_count_1	num_count_1	vbd_count_1	nouns_vs_words_1	adjectives_vs_words_1	verbs_vs_words_1	adp_count_1	cconj_count_1	sconj_count_1	part_count_1	pron_count_1	nouns_count_2	verbs_count_2	adj_count_2	adv_count_2	aux_count_2	num_count_2	vbd_count_2	nouns_vs_words_2	adjectives_vs_words_2	verbs_vs_words_2	adp_count_2	cconj_count_2	sconj_count_2	part_count_2	pron_count_2
81	вот за это в благодарность мальчик отдаёт им три груши	и соответственно подходят мальчишки	cause_r	10	4.5	0	10	0	4.5	1.0	4	8.0	0	4	0	8.0	1.0	0.5197387910519145	3	1	0	0	0	1	0	0.3	0.0	0.1	2	0	0	1	2	1	1	0	1	0	0	0	0.25	0.0	0.25	0	1	0	0	0
82	и уезжает дальше	и соответственно подходят мальчишки	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	4	8.0	0	4	0	8.0	1.0	0.5606119105813882	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	1	0	0	0
83	следующий переводится камера на	мужчина средних лет на лестнице собирает груши с дерева	sequence_m	4	7.0	0	4	0	7.0	1.0	9	5.222222222222222	0	9	0	5.222222222222222	1.0	0.674199862463242	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0	5	1	1	0	0	0	0	0.5555555555555556	0.1111111111111111	0.1111111111111111	2	0	0	0	0
84	возвращается на мужчину	следующий переводится камера на	restatement_r	3	7.0	0	3	0	7.0	1.0	4	7.0	0	4	0	7.0	1.0	0.7405316311773545	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0
85	который собирает груши	возвращается на мужчину	elaboration_r	3	6.666666666666667	0	3	0	6.666666666666667	1.0	3	7.0	0	3	0	7.0	1.0	0.659380473395787	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0
86	он спускается вниз	следующий переводится камера на	sequence_m	3	5.333333333333333	0	3	0	5.333333333333333	1.0	4	7.0	0	4	0	7.0	1.0	0.6956083436402525	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0
87	видит	что одного ведёрка нету	evidence_r	1	5.0	0	1	0	5.0	1.0	4	5.0	0	4	0	5.0	1.0	0.3611575592573076	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	1	0	0.25	0.0	0.25	0	0	1	0	0
88	что одного ведёрка нету	следующий переводится камера на	sequence_m	4	5.0	0	4	0	5.0	1.0	4	7.0	0	4	0	7.0	1.0	0.6956083436402525	1	1	0	0	0	1	0	0.25	0.0	0.25	0	0	1	0	0	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0
89	и оказывается что	ведёрко скорее всего мальчик украл просто	evidence_r	3	5.0	0	3	0	5.0	1.0	6	6.0	0	6	0	6.0	1.0	0.563092506371473	0	1	0	0	0	0	0	0.0	0.0	0.3333333333333333	0	1	1	0	0	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	0	0	0	1	1
90	ведёрко скорее всего мальчик украл просто	следующий переводится камера на	evaluation_r	6	6.0	0	6	0	6.0	1.0	4	7.0	0	4	0	7.0	1.0	0.6238613446193965	2	1	0	1	0	0	0	0.3333333333333333	0.0	0.16666666666666666	0	0	0	1	1	1	1	1	0	0	0	0	0.25	0.25	0.25	1	0	0	0	0
91	тут проходят три парня	мужчина средних лет на лестнице собирает груши с дерева	sequence_m	4	4.75	0	4	0	4.75	1.0	9	5.222222222222222	0	9	0	5.222222222222222	1.0	0.5393598899705936	1	1	0	1	0	1	0	0.25	0.0	0.25	0	0	0	0	0	5	1	1	0	0	0	0	0.5555555555555556	0.1111111111111111	0.1111111111111111	2	0	0	0	0
92	которые с грушами	тут проходят три парня	elaboration_r	3	5.0	0	3	0	5.0	1.0	4	4.75	0	4	0	4.75	1.0	0.674199862463242	1	0	0	0	0	0	0	0.3333333333333333	0.0	0.0	1	0	0	0	1	1	1	0	1	0	1	0	0.25	0.0	0.25	0	0	0	0	0
93	мимо него	тут проходят три парня	background_r	2	4.0	0	2	0	4.0	1.0	4	4.75	0	4	0	4.75	1.0	0.4767312946227961	0	0	0	0	0	0	0	0.0	0.0	0.0	1	0	0	0	1	1	1	0	1	0	1	0	0.25	0.0	0.25	0	0	0	0	0
94	он на них смотрит	тут проходят три парня	background_r	4	3.5	0	4	0	3.5	1.0	4	4.75	0	4	0	4.75	1.0	0.7385489458759964	0	1	0	0	0	0	0	0.0	0.0	0.25	1	0	0	0	2	1	1	0	1	0	1	0	0.25	0.0	0.25	0	0	0	0	0
95	и видео заканчивается	мужчина средних лет на лестнице собирает груши с дерева	evaluation_r	3	6.333333333333333	0	3	0	6.333333333333333	1.0	9	5.222222222222222	0	9	0	5.222222222222222	1.0	0.5559594491425693	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	5	1	1	0	0	0	0	0.5555555555555556	0.1111111111111111	0.1111111111111111	2	0	0	0	0
96	утро	в деревне поют петухи	background_r	1	4.0	0	1	0	4.0	1.0	4	4.5	0	4	0	4.5	1.0	0.4364357804719847	1	0	0	0	0	0	0	1.0	0.0	0.0	0	0	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
97	в деревне поют петухи	у него внизу стоят три корзины	preparation_r	4	4.5	0	4	0	4.5	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6324555320336759	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
98	садовник залез на грушу	у него внизу стоят три корзины	background_r	4	5.0	0	4	0	5.0	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.752772652709081	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
99	и собирает плоды	садовник залез на грушу	sequence_m	3	4.666666666666667	0	3	0	4.666666666666667	1.0	4	5.0	0	4	0	5.0	1.0	0.659380473395787	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0
100	две он уже наполнил	и полез наполнять третью	cause_r	4	4.0	0	4	0	4.0	1.0	4	5.25	0	4	0	5.25	1.0	0.7637626158259734	0	1	0	1	0	1	0	0.0	0.0	0.25	0	0	0	0	1	0	2	1	0	0	0	0	0.0	0.25	0.5	0	1	0	0	0
101	и полез наполнять третью	у него внизу стоят три корзины	joint_m	4	5.25	0	4	0	5.25	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7071067811865476	0	2	1	0	0	0	0	0.0	0.25	0.5	0	1	0	0	0	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
102	мимо прошёл мужчина	у него внизу стоят три корзины	background_r	3	5.666666666666667	0	3	0	5.666666666666667	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.5477225575051661	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
103	вёл козу	мимо прошёл мужчина	joint_m	2	3.5	0	2	0	3.5	1.0	3	5.666666666666667	0	3	0	5.666666666666667	1.0	0.512989176042577	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	1	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0
104	после этого мимо проезжал мальчик	у него внизу стоят три корзины	sequence_m	5	5.8	0	5	0	5.8	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6607998196440358	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
105	увидел грушу	после этого мимо проезжал мальчик	evaluation_r	2	5.5	0	2	0	5.5	1.0	5	5.8	0	5	0	5.8	1.0	0.4264014327112209	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1
106	груши в корзинках	увидел грушу	elaboration_r	3	5.0	0	3	0	5.0	1.0	2	5.5	0	2	0	5.5	1.0	0.503503348180654	2	0	0	0	0	0	0	0.6666666666666666	0.0	0.0	1	0	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
107	хотел сначала взять одну грушу	увидел грушу	sequence_m	5	5.2	0	5	0	5.2	1.0	2	5.5	0	2	0	5.5	1.0	0.2136308638841197	1	2	0	1	0	1	0	0.2	0.0	0.4	0	0	0	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
108	а потом посмотрел	что садовник на дереве	evidence_r	3	5.0	0	3	0	5.0	1.0	4	4.75	0	4	0	4.75	1.0	0.6396021490668313	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	1	0	0	0	2	0	0	0	0	0	0	0.5	0.0	0.0	1	0	1	0	0
109	что садовник на дереве	увидел грушу	contrast_m	4	4.75	0	4	0	4.75	1.0	2	5.5	0	2	0	5.5	1.0	0.3073073403268802	2	0	0	0	0	0	0	0.5	0.0	0.0	1	0	1	0	0	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0
110	и ничего не видит	что садовник на дереве	joint_m	4	3.5	0	4	0	3.5	1.0	4	4.75	0	4	0	4.75	1.0	0.7687061147858074	0	1	0	0	0	0	0	0.0	0.0	0.25	0	1	0	1	1	2	0	0	0	0	0	0	0.5	0.0	0.0	1	0	1	0	0
111	взял целую корзину	после этого мимо проезжал мальчик	cause_r	3	5.333333333333333	0	3	0	5.333333333333333	1.0	5	5.8	0	5	0	5.8	1.0	0.5504818825631803	1	1	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	0	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	1	0	0	0	1
112	поставил на велосипед	взял целую корзину	sequence_m	3	6.333333333333333	0	3	0	6.333333333333333	1.0	3	5.333333333333333	0	3	0	5.333333333333333	1.0	0.5985529678206387	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	1	1	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	0	0	0	0
113	и поехал	взял целую корзину	sequence_m	2	3.5	0	2	0	3.5	1.0	3	5.333333333333333	0	3	0	5.333333333333333	1.0	0.5270462766947299	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	1	1	1	0	0	0	0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0	0	0	0	0
114	вот по дороге он	груши все рассыпались	background_r	4	3.25	0	4	0	3.25	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.5773502691896257	1	0	0	0	0	0	0	0.25	0.0	0.0	1	0	0	1	1	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0
115	ему навстречу ехала девочка	и он врезался в камень	cause_r	4	6.0	0	4	0	6.0	1.0	5	3.6	0	5	0	3.6	1.0	0.679431002017146	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1	1	1	0	0	0	0	0	0.2	0.0	0.2	1	1	0	0	1
116	он на неё засмотрелся	ему навстречу ехала девочка	sequence_m	4	4.5	0	4	0	4.5	1.0	4	6.0	0	4	0	6.0	1.0	0.7200822998230956	0	1	0	0	0	0	0	0.0	0.0	0.25	1	0	0	0	2	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
117	вот а на дороге лежал камень	ему навстречу ехала девочка	elaboration_r	6	3.8333333333333335	0	6	0	3.8333333333333335	1.0	4	6.0	0	4	0	6.0	1.0	0.8083695344006062	2	1	0	0	0	0	0	0.3333333333333333	0.0	0.16666666666666666	1	1	0	1	0	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	0	0	1
118	и он врезался в камень	упал	cause_r	5	3.6	0	5	0	3.6	1.0	1	4.0	0	1	0	4.0	1.0	0.007855246784369017	1	1	0	0	0	0	0	0.2	0.0	0.2	1	1	0	0	1	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0
119	упал	груши все рассыпались	cause_r	1	4.0	0	1	0	4.0	1.0	3	6.333333333333333	0	3	0	6.333333333333333	1.0	0.4364357804719847	0	1	0	0	0	0	0	0.0	0.0	1.0	0	0	0	0	0	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0
120	груши все рассыпались	у него внизу стоят три корзины	sequence_m	3	6.333333333333333	0	3	0	6.333333333333333	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.6324555320336759	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	1	0	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
121	а навстречу шли его друзья	у него внизу стоят три корзины	sequence_m	5	4.4	0	5	0	4.4	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7745966692414834	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	0	1	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
122	они помогли ему собрать груши	а навстречу шли его друзья	sequence_m	5	5.0	0	5	0	5.0	1.0	5	4.4	0	5	0	4.4	1.0	0.7616917026880937	1	2	0	0	0	0	0	0.2	0.0	0.4	0	0	0	0	2	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	0	1
123	подняли велосипед	а навстречу шли его друзья	sequence_m	2	8.0	0	2	0	8.0	1.0	5	4.4	0	5	0	4.4	1.0	0.6504436355879909	1	1	0	0	0	0	0	0.5	0.0	0.5	0	0	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	0	1
124	и он собрался ехать дальше	а навстречу шли его друзья	sequence_m	5	4.4	0	5	0	4.4	1.0	5	4.4	0	5	0	4.4	1.0	0.8548504142651103	0	2	0	1	0	0	0	0.0	0.0	0.4	0	1	0	0	1	1	1	0	1	0	0	0	0.2	0.0	0.2	0	1	0	0	1
125	а они пошли своей дорогой	у него внизу стоят три корзины	sequence_m	5	4.2	0	5	0	4.2	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7071067811865476	1	1	0	0	0	0	0	0.2	0.0	0.2	0	1	0	0	1	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
126	но увидели	что он ещё потерял шляпу	evidence_r	2	4.5	0	2	0	4.5	1.0	5	4.0	0	5	0	4.0	1.0	0.5	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	1	0	1
127	что он ещё потерял шляпу	а они пошли своей дорогой	antithesis_r	5	4.0	0	5	0	4.0	1.0	5	4.2	0	5	0	4.2	1.0	0.7211102550927979	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	1	0	1	1	1	0	0	0	0	0	0.2	0.0	0.2	0	1	0	0	1
128	свистнули ему	что он ещё потерял шляпу	sequence_m	2	6.0	0	2	0	6.0	1.0	5	4.0	0	5	0	4.0	1.0	0.5	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	1	0	1
129	вернули ему шляпу	свистнули ему	purpose_r	3	5.0	0	3	0	5.0	1.0	2	6.0	0	2	0	6.0	1.0	0.6116746853062692	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	1	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	0	1
130	а он с ними поделился грушами	что он ещё потерял шляпу	cause_r	6	4.0	0	6	0	4.0	1.0	5	4.0	0	5	0	4.0	1.0	0.6418920422277233	1	1	0	0	0	0	0	0.16666666666666666	0.0	0.16666666666666666	1	1	0	0	2	1	1	0	1	0	0	0	0.2	0.0	0.2	0	0	1	0	1
131	а в это время садовник слез с дерева	что у него не хватает одной корзины	background_r	8	3.625	0	8	0	3.625	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.752778508059922	3	1	0	0	0	0	0	0.375	0.0	0.125	2	1	0	0	0	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
132	и увидел	что у него не хватает одной корзины	evidence_r	2	3.5	0	2	0	3.5	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.4140393356054125	0	1	0	0	0	0	0	0.0	0.0	0.5	0	1	0	0	0	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
133	что у него не хватает одной корзины	у него внизу стоят три корзины	sequence_m	7	4.142857142857143	0	7	0	4.142857142857143	1.0	6	4.166666666666667	0	6	0	4.166666666666667	1.0	0.7411751961850215	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1	1	1	0	1	0	1	0	0.16666666666666666	0.0	0.16666666666666666	1	0	0	0	1
134	а в это время ребята как раз шли мимо него	что у него не хватает одной корзины	background_r	10	3.3	0	10	0	3.3	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.6636987496236464	3	1	0	0	0	0	0	0.3	0.0	0.1	2	1	1	0	1	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
135	и ели груши	а в это время ребята как раз шли мимо него	joint_m	3	3.0	0	3	0	3.0	1.0	10	3.3	0	10	0	3.3	1.0	0.4629100498862757	1	1	0	0	0	0	0	0.3333333333333333	0.0	0.3333333333333333	0	1	0	0	0	3	1	0	0	0	0	0	0.3	0.0	0.1	2	1	1	0	1
136	и а садовник был в недоумении	откуда у них груши	evaluation_r	6	4.0	0	6	0	4.0	1.0	4	3.75	0	4	0	3.75	1.0	0.4242852232095228	2	0	0	0	1	0	0	0.3333333333333333	0.0	0.0	1	2	0	0	0	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1
137	откуда у них груши	что у него не хватает одной корзины	cause_r	4	3.75	0	4	0	3.75	1.0	7	4.142857142857143	0	7	0	4.142857142857143	1.0	0.6324555320336759	1	0	0	1	0	0	0	0.25	0.0	0.0	1	0	0	0	1	1	1	0	0	0	1	0	0.14285714285714285	0.0	0.14285714285714285	1	0	1	1	1
138	показывают в этом фильме фермера	кто-то ещё из фермеров провёл мимо козу	preparation_r	5	5.6	0	5	0	5.6	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.7844645405527362	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
139	который собирал груши с дерева	показывают в этом фильме фермера	elaboration_r	5	5.2	0	5	0	5.2	1.0	5	5.6	0	5	0	5.6	1.0	0.75	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	0
140	складывал их в фартук	который собирал груши с дерева	sequence_m	4	4.5	0	4	0	4.5	1.0	5	5.2	0	5	0	5.2	1.0	0.7071067811865476	1	1	0	0	0	0	0	0.25	0.0	0.25	1	0	0	0	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1
141	потом перекладывал в корзины	который собирал груши с дерева	sequence_m	4	6.25	0	4	0	6.25	1.0	5	5.2	0	5	0	5.2	1.0	0.7958224257542215	1	1	0	1	0	0	0	0.25	0.0	0.25	1	0	0	0	0	2	1	0	0	0	0	0	0.4	0.0	0.2	1	0	0	0	1
142	которая один раз проблеяла	кто-то ещё из фермеров провёл мимо козу	elaboration_r	4	5.75	0	4	0	5.75	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6602252917735247	1	1	0	0	0	1	0	0.25	0.0	0.25	0	0	0	0	1	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
143	и вёл её как собачку	кто-то ещё из фермеров провёл мимо козу	evaluation_r	5	3.2	0	5	0	3.2	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.5991446895152781	1	1	0	0	0	0	0	0.2	0.0	0.2	0	1	1	0	1	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
144	коза куда-то хотела пойти в сторону	и вёл её как собачку	evidence_r	6	5.0	0	6	0	5.0	1.0	5	3.2	0	5	0	3.2	1.0	0.40908143457180063	2	2	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0	1	1	0	0	0	0	0	0.2	0.0	0.2	0	1	1	0	1
145	а он её это самое на место ставил	коза куда-то хотела пойти в сторону	contrast_m	8	3.25	0	8	0	3.25	1.0	6	5.0	0	6	0	5.0	1.0	0.7745966692414834	1	1	1	0	0	0	0	0.125	0.125	0.125	1	1	0	0	2	2	2	0	1	0	0	0	0.3333333333333333	0.0	0.3333333333333333	1	0	0	0	0
146	хотя впрочем может быть это была и не коза	кто-то ещё из фермеров провёл мимо козу	antithesis_r	9	3.7777777777777777	0	9	0	3.7777777777777777	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.7413621900918058	1	2	0	1	1	0	0	0.1111111111111111	0.0	0.2222222222222222	0	0	1	2	1	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
147	потому что вымени нет	хотя впрочем может быть это была и не коза	evidence_r	4	4.5	0	4	0	4.5	1.0	9	3.7777777777777777	0	9	0	3.7777777777777777	1.0	0.6725927091345493	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	1	0	0	1	2	0	1	1	0	0	0.1111111111111111	0.0	0.2222222222222222	0	0	1	2	1
148	и ничего там в этом месте нет	потому что вымени нет	joint_m	7	3.2857142857142856	0	7	0	3.2857142857142856	1.0	4	4.5	0	4	0	4.5	1.0	0.6147086103372799	1	1	0	1	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	1	0	0	1	1	1	0	1	0	0	0	0.25	0.0	0.25	0	0	1	0	0
149	молодая может	хотя впрочем может быть это была и не коза	evaluation_r	2	6.0	0	2	0	6.0	1.0	9	3.7777777777777777	0	9	0	3.7777777777777777	1.0	0.5345224838248488	0	1	1	0	0	0	0	0.0	0.5	0.5	0	0	0	0	0	1	2	0	1	1	0	0	0.1111111111111111	0.0	0.2222222222222222	0	0	1	2	1
150	но по размеру большая	молодая может	antithesis_r	4	4.5	0	4	0	4.5	1.0	2	6.0	0	2	0	6.0	1.0	0.4496674337965035	1	0	1	0	0	0	0	0.25	0.25	0.0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.5	0.5	0	0	0	0	0
151	кастрированных коз наверное не бывает	но по размеру большая	evaluation_r	5	6.6	0	5	0	6.6	1.0	4	4.5	0	4	0	4.5	1.0	0.3811214013260713	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	1	0	1	0	1	0	0	0	0	0.25	0.25	0.0	1	1	0	0	0
152	мне так кажется	кастрированных коз наверное не бывает	evaluation_r	3	4.333333333333333	0	3	0	4.333333333333333	1.0	5	6.6	0	5	0	6.6	1.0	0.5694947974514994	0	1	0	1	0	0	0	0.0	0.0	0.3333333333333333	0	0	0	0	1	1	1	1	1	0	0	0	0.2	0.2	0.2	0	0	0	1	0
153	вот значит	потом приехал мальчик на велосипеде	evaluation_r	2	4.5	0	2	0	4.5	1.0	5	6.2	0	5	0	6.2	1.0	0.47809144373375745	0	1	0	0	0	0	0	0.0	0.0	0.5	0	0	0	1	0	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0
154	потом приехал мальчик на велосипеде	кто-то ещё из фермеров провёл мимо козу	sequence_m	5	6.2	0	5	0	6.2	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.7161148740394329	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
155	а фильм очень молчаливый кстати	кто-то ещё из фермеров провёл мимо козу	evaluation_r	5	5.4	0	5	0	5.4	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6602252917735247	1	0	1	2	0	0	0	0.2	0.2	0.0	0	1	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
156	только звуки	а фильм очень молчаливый кстати	evidence_r	2	5.5	0	2	0	5.5	1.0	5	5.4	0	5	0	5.4	1.0	0.5388159060803247	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0	1	0	1	2	0	0	0	0.2	0.2	0.0	0	1	0	0	0
157	которые там раздаются от постукиваний там чего-то	только звуки	elaboration_r	7	6.142857142857143	0	6	0	6.142857142857143	0.8571428571428571	2	5.5	0	2	0	5.5	1.0	0.04181525258085564	1	1	0	2	0	0	0	0.14285714285714285	0.0	0.14285714285714285	1	0	0	0	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
158	от велосипеда какой-то звук был	только звуки	evidence_r	5	5.4	0	5	0	5.4	1.0	2	5.5	0	2	0	5.5	1.0	0.19654988310902152	2	0	0	0	1	0	0	0.4	0.0	0.0	1	0	0	0	0	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
159	никто ничего не говорил	только звуки	evidence_r	4	5.0	0	4	0	5.0	1.0	2	5.5	0	2	0	5.5	1.0	0.3264758756577009	0	1	0	0	0	0	0	0.0	0.0	0.25	0	0	0	1	2	1	0	0	0	0	0	0	0.5	0.0	0.0	0	0	0	1	0
160	значит приехал мальчик на велосипеде	кто-то ещё из фермеров провёл мимо козу	sequence_m	5	6.4	0	5	0	6.4	1.0	7	4.714285714285714	0	7	0	4.714285714285714	1.0	0.6793662204867574	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0	2	1	0	1	0	0	0	0.2857142857142857	0.0	0.14285714285714285	2	0	0	0	1
161	одну корзину взял	значит приехал мальчик на велосипеде	sequence_m	3	5.0	0	3	0	5.0	1.0	5	6.4	0	5	0	6.4	1.0	0.5773502691896257	1	1	0	0	0	1	0	0.3333333333333333	0.0	0.3333333333333333	0	0	0	0	0	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0
162	поставил на багажник велосипеда	значит приехал мальчик на велосипеде	sequence_m	4	7.0	0	4	0	7.0	1.0	5	6.4	0	5	0	6.4	1.0	0.816496580927726	2	1	0	0	0	0	0	0.5	0.0	0.25	1	0	0	0	0	2	1	0	1	0	0	0	0.4	0.0	0.2	1	0	0	0	0
163	вот потом он поехал куда-то	и велосипед попал на камень	cause_r	5	4.6	0	5	0	4.6	1.0	5	4.6	0	5	0	4.6	1.0	0.7934920476158722	0	1	0	2	0	0	0	0.0	0.0	0.2	0	0	0	1	1	2	1	0	0	0	0	0	0.4	0.0	0.2	1	1	0	0	0
